year,id,work_status,hours_worked_last_week,works_for,marital_status,siblings,children,age,age_when_firstchild_born,years_education,degree,major1,sex,race,residence_type_at16,residence_region_at16,reside_same_state_as16,living_with_parents_at16,family_income_at16,born_in_usa,number_grandparents_born_in_usa,number_in_household,number_in_household_under_six,number_in_household_6to12,number_in_household_13to17,adults,number_in_household_earning_money,total_family_income,region_of_interview,remember_voting_in_2016,Hillary_or_Trump,polviews,spending_on_space_exploration_program,spending_on_environmental_protection,spending_on_national_health,spending_on_bigcity_problems,spending_on_crime,spending_on_drug_addiction,spending_on_education,spending_on_childcare_assistance,spending_on_scientific_research,tax_amount,require_a_permit_before_gun_purchases,should_marijuana_be_legal,religious_preference,happiness,health,how_many_weeks_worked_last_year,ideal_number_children_in_family,sex_ed_in_public_schools,premarital_sex,teen_sex,sometimes_hard_spanking_child_necessary,gun_in_house,adult_hunter_in_household,how_often_read_newspaper,average_day_hours_tv,remember_voting_in_2020,Biden_or_Trump,lonely_without_internet,often_reads_political_opinions_they_disagree_with,often_accesses_nonroutine_political_news_sources,often_tries_to_confirm_info_with_other_sources,how_much_trust_people_met_online_only
2024,2829,working full time,50,self-employed,never married,1,0,43,iap,12th grade,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,"same state, same city",mother only,average,yes,none,iap,iap,iap,iap,1 adult in household,1,refused,south,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,don't know,too little,iap,iap,should be legal,protestant,not too happy,good,52,2,favor,wrong only sometimes,always wrong,strongly agree,iap,iap,never,0 hours,voted,trump,iap,iap,iap,iap,iap
2024,2830,in school,iap,iap,married,1,0,36,iap,8 or more years of college,bachelor's,medical and health sciences and services,female,white,"in a small city or town (under 50,000)",south,"same state, different city",both own parents,far below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",south,did not vote,iap,extremely conservative,too much,too much,too little,too little,too little,too little,too little,too little,too much,too high,oppose,iap,protestant,very happy,excellent,none or zero,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2831,working full time,40,someone else,divorced,4,2,42,27,4 years of college,bachelor's,interdisciplinary and multi-disciplinary studies (general),female,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,above average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,should be legal,protestant,not too happy,good,25,iap,iap,iap,iap,iap,yes,"yes, respondent does",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2832,"with a job, but not at work because of temporary illness, vacation, strike",iap,self-employed,never married,6 or more,0,39,iap,4 years of college,bachelor's,business,male,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",mother only,below average,yes,none,1,0,0,0,1 adult in household,1,"$1,000 to $2,999",south,did not vote,iap,extremely conservative,about right,about right,about right,about right,about right,about right,about right,about right,about right,iap,iap,iap,catholic,pretty happy,excellent,4,2,favor,wrong only sometimes,wrong only sometimes,agree,iap,iap,less than once a week,4,did not vote,iap,strongly agree,very often,very often,very often,6
2024,2833,retired,iap,someone else,widowed,6 or more,2,69,28,1 year of college,high school,iap,male,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,below average,yes,none,iap,iap,iap,iap,1 adult in household,1,skipped on web,south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,none,not too happy,good,none or zero,as many as you want,oppose,always wrong,always wrong,strongly agree,yes,"no, neither r nor spouse hunts",never,5,voted,biden,agree,sometimes,sometimes,sometimes,2
2024,2834,retired,iap,someone else,separated,1,0,61,iap,12th grade,high school,iap,male,black,"in a medium-size city (50,000-250,000)",south,"same state, same city","other arrangement with relatives (e.g., aunt and uncle, grandparents)",average,yes,none,1,0,0,0,1 adult in household,0,"$25,000 or more",south,voted,clinton,liberal,too much,too little,too little,too little,too little,about right,about right,about right,about right,about right,favor,iap,protestant,pretty happy,fair,none or zero,3,favor,almost always wrong,always wrong,agree,yes,"no, neither r nor spouse hunts",a few times a week,4,voted,biden,disagree,sometimes,often,sometimes,5
2024,2835,working full time,40,someone else,married,1,2,45,27,2 years of college,associate/junior college,business,female,black,"in a medium-size city (50,000-250,000)",south,"same state, different city",both own parents,above average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,about right,favor,should not be legal,protestant,pretty happy,fair,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2836,"unemployed, laid off, looking for work",iap,someone else,never married,6 or more,0,20,iap,12th grade,high school,iap,female,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",mother only,average,yes,none,iap,iap,iap,iap,2,2,"$5,000 to $5,999",south,ineligible,iap,extremely liberal,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,oppose,iap,protestant,pretty happy,good,52,7 or more,favor,not wrong at all,almost always wrong,disagree,yes,"no, neither r nor spouse hunts",never,4,ineligible,iap,strongly disagree,often,rarely,often,no trust at all
2024,2837,other,iap,someone else,divorced,3,4,59,21,1 year of college,associate/junior college,law and legal studies,female,white,in open country but not on a farm,south,"same state, same city",both own parents,below average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$10,000 to $14,999",south,voted,don't know,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too much,too much,iap,iap,iap,protestant,not too happy,fair,none or zero,4,oppose,wrong only sometimes,always wrong,agree,iap,iap,never,10,don't know,iap,iap,iap,iap,iap,iap
2024,2838,working full time,54,someone else,never married,4,0,29,iap,4 years of college,bachelor's,architecture,female,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,2,3 or more,"$25,000 or more",south,voted,don't know,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,inter-nondenominational,not too happy,good,52,2,favor,not wrong at all,wrong only sometimes,disagree,yes,"no, neither r nor spouse hunts",every day,4,voted,don't know,strongly disagree,never,rarely,often,2
2024,2839,in school,iap,self-employed,divorced,5,4,55,17 and younger,1 year of college,high school,iap,female,black,"in a medium-size city (50,000-250,000)",northeast,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",south,did not vote,iap,"moderate, middle of the road",too much,too little,about right,about right,about right,about right,too little,about right,about right,iap,iap,iap,protestant,pretty happy,fair,20,2,oppose,always wrong,always wrong,strongly agree,iap,iap,never,2,did not vote,iap,strongly disagree,rarely,sometimes,often,1
2024,2840,working full time,30,someone else,never married,4,5,38,18,12th grade,high school,iap,female,black,"in a large city (over 250,000)",south,"same state, different city",mother only,far below average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$10,000 to $14,999",south,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,protestant,not too happy,fair,2,3,favor,not wrong at all,always wrong,strongly agree,no,"no, neither r nor spouse hunts",never,4,voted,biden,agree,sometimes,rarely,often,4
2024,2841,working part time,6,someone else,never married,5,0,58,iap,12th grade,high school,iap,female,black,"in a large city (over 250,000)",south,different state,mother only,above average,yes,none,1,0,0,0,1 adult in household,0,"$20,000 to $24,999",south,did not vote,iap,extremely conservative,too much,too little,too little,too little,too much,too little,about right,about right,too much,too high,oppose,iap,none,pretty happy,fair,none or zero,as many as you want,favor,not wrong at all,always wrong,agree,no,"no, neither r nor spouse hunts",never,12,did not vote,iap,iap,iap,iap,iap,iap
2024,2842,working full time,42,someone else,never married,1,2,39,25,3 years of college,high school,iap,female,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,clinton,extremely liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,should not be legal,none,very happy,good,40,3,favor,not wrong at all,always wrong,strongly agree,iap,iap,never,1,voted,biden,iap,iap,iap,iap,iap
2024,2843,retired,iap,someone else,divorced,3,4,61,19,1 year of college,high school,iap,male,black,"in a small city or town (under 50,000)",south,"same state, different city",mother only,below average,yes,one,1,0,0,0,1 adult in household,0,"under $1,000",south,voted,clinton,"moderate, middle of the road",too much,too little,too little,too little,too little,too little,about right,too little,about right,iap,iap,iap,protestant,pretty happy,good,none or zero,4,favor,not wrong at all,always wrong,strongly agree,iap,iap,never,2,voted,biden,strongly disagree,rarely,never,sometimes,2
2024,2844,other,iap,someone else,widowed,6 or more,3,54,28,4 years of college,high school,iap,female,black,"in a medium-size city (50,000-250,000)",south,"same state, same city",both own parents,below average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,too little,iap,iap,should not be legal,protestant,not too happy,poor,don't know,3,favor,always wrong,always wrong,agree,iap,iap,never,3,voted,biden,iap,iap,iap,iap,iap
2024,2845,keeping house,iap,someone else,never married,1,0,39,iap,2 years of college,high school,iap,female,black,"in a large city (over 250,000)",south,"same state, same city",both own parents,average,yes,none,iap,iap,iap,iap,1 adult in household,1,"$25,000 or more",south,don't know,iap,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,none,pretty happy,good,30,3,favor,not wrong at all,always wrong,agree,no,"no, neither r nor spouse hunts",a few times a week,2,voted,biden,strongly disagree,rarely,rarely,often,no trust at all
2024,2846,working part time,25,someone else,never married,2,2,55,17 and younger,12th grade,high school,iap,female,black,"in a large city (over 250,000)",west,different state,both own parents,average,yes,none,1,0,0,0,1 adult in household,1,"$1,000 to $2,999",south,did not vote,iap,"moderate, middle of the road",about right,too little,too much,too little,too little,too little,about right,too little,too little,iap,iap,iap,catholic,pretty happy,fair,50,2,favor,wrong only sometimes,wrong only sometimes,agree,iap,iap,every day,3,did not vote,iap,strongly disagree,sometimes,rarely,often,5
2024,2847,keeping house,iap,someone else,never married,4,0,39,iap,10th grade,less than high school,iap,female,black,"in a medium-size city (50,000-250,000)",south,"same state, different city",mother only,far below average,yes,iap,iap,iap,iap,iap,1 adult in household,1,"$15,000 to $19,999",south,voted,clinton,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,none,not too happy,fair,20,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2848,working full time,37,someone else,never married,3,0,23,iap,12th grade,high school,iap,male,black,"in a small city or town (under 50,000)",south,"same state, same city",mother and stepparent,average,yes,none,1,0,0,0,1 adult in household,1,"$1,000 to $2,999",south,ineligible,iap,"moderate, middle of the road",too little,too little,too little,about right,too little,too little,about right,too little,too much,about right,favor,iap,protestant,pretty happy,good,45,3,favor,not wrong at all,not wrong at all,agree,no,"no, neither r nor spouse hunts",once a week,5,did not vote,iap,disagree,sometimes,sometimes,sometimes,no trust at all
2024,2849,working part time,20,someone else,never married,4,0,25,iap,12th grade,high school,iap,male,black,"in a small city or town (under 50,000)",south,"same state, same city",mother only,below average,yes,none,1,0,0,0,1 adult in household,1,"$10,000 to $14,999",south,ineligible,iap,slightly liberal,don't know,too little,too little,too little,too little,too little,too little,about right,don't know,too high,oppose,should be legal,none,not too happy,excellent,don't know,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,don't know,iap,iap,iap,iap,iap,iap
2024,2850,other,iap,someone else,never married,6 or more,3,60,18,11th grade,less than high school,iap,male,black,"in a small city or town (under 50,000)",south,"same state, same city",both own parents,below average,yes,none,1,0,0,0,1 adult in household,3 or more,"$10,000 to $14,999",south,voted,clinton,slightly conservative,too much,too little,too little,too much,too much,too much,too little,too little,too little,iap,iap,should be legal,protestant,not too happy,fair,none or zero,3,favor,not wrong at all,not wrong at all,disagree,iap,iap,never,5,voted,biden,neither agree nor disagree,rarely,never,rarely,no trust at all
2024,2851,keeping house,iap,someone else,never married,4,2,36,24,12th grade,high school,iap,female,white,"in a large city (over 250,000)",west,different state,mother only,below average,no,four,4,0,1,1,2,1,"$25,000 or more",west,did not vote,iap,"moderate, middle of the road",about right,too little,about right,too little,too little,too little,too little,too little,about right,too high,favor,iap,catholic,pretty happy,good,none or zero,2,favor,not wrong at all,almost always wrong,agree,no,"no, neither r nor spouse hunts",never,1,did not vote,iap,agree,often,sometimes,sometimes,3
2024,2852,"with a job, but not at work because of temporary illness, vacation, strike",iap,someone else,married,6 or more,4,42,24,12th grade,high school,iap,female,white,in open country but not on a farm,west,"same state, different city",both own parents,average,yes,none,6,0,2 or more,2 or more,2,3 or more,"$25,000 or more",west,skipped on web,skipped on web,conservative,about right,too much,too much,too little,too little,too little,too little,too little,about right,too high,oppose,iap,protestant,pretty happy,excellent,52,iap,iap,iap,iap,iap,yes,"yes, both do",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2853,keeping house,iap,iap,married,6 or more,8 or more,42,21,4 years of college,bachelor's,"physical fitness, parks, recreation, and leisure",female,white,"in a large city (over 250,000)",foreign,different state,both own parents,average,yes,none,10,2 or more,2 or more,2 or more,4,1,"$25,000 or more",west,voted,clinton,slightly conservative,too much,about right,about right,about right,about right,about right,too much,too little,about right,too high,favor,iap,protestant,not too happy,fair,3,as many as you want,favor,wrong only sometimes,almost always wrong,disagree,yes,"yes, respondent does",every day,1,did not vote,iap,disagree,often,rarely,sometimes,1
2024,2854,working full time,40,someone else,never married,3,0,26,iap,8 or more years of college,bachelor's,social sciences,female,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,3,1,"$25,000 or more",west,voted,don't know,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,should be legal,none,pretty happy,fair,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2855,working full time,55,someone else,never married,2,2,no answer,25,12th grade,high school,iap,male,white,"in a small city or town (under 50,000)",west,different state,father only,far below average,yes,none,1,0,0,0,2,2,"$25,000 or more",west,skipped on web,skipped on web,"moderate, middle of the road",too little,about right,too little,too little,too little,too little,too little,too little,about right,too high,oppose,iap,none,not too happy,excellent,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,skipped on web,skipped on web,iap,iap,iap,iap,iap
2024,2856,retired,iap,someone else,never married,0,0,67,iap,4 years of college,bachelor's,biology and life sciences,male,white,"in a large city (over 250,000)",northeast,different state,both own parents,average,yes,four,iap,iap,iap,iap,1 adult in household,0,"$25,000 or more",west,voted,trump,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too much,about right,iap,iap,iap,catholic,very happy,excellent,none or zero,as many as you want,favor,not wrong at all,not wrong at all,strongly agree,iap,iap,every day,0 hours,voted,trump,iap,iap,iap,iap,iap
2024,2857,retired,iap,someone else,married,1,4,76,19,4 years of college,bachelor's,education administration and teaching,female,white,in a suburb near a large city,west,different state,both own parents,average,yes,none,2,0,0,0,2,0,"$25,000 or more",west,voted,didn't vote for president,"moderate, middle of the road",about right,too little,too little,too much,too little,too little,about right,about right,about right,about right,favor,iap,none,not too happy,good,none or zero,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,didn't vote for president,iap,iap,iap,iap,iap
2024,2858,retired,iap,someone else,married,6 or more,2,67,40,12th grade,high school,iap,female,white,farm,west,"same state, different city",both own parents,far below average,yes,none,2,0,0,0,2,1,"$25,000 or more",west,voted,clinton,"moderate, middle of the road",too much,too little,too little,about right,too little,too much,about right,too much,about right,too high,favor,iap,protestant,pretty happy,good,52,3,favor,not wrong at all,always wrong,agree,yes,"no, neither r nor spouse hunts",never,5,voted,biden,neither agree nor disagree,often,often,often,no trust at all
2024,2859,retired,iap,someone else,married,6 or more,2,88,22,1 year of college,high school,iap,female,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,below average,yes,none,iap,iap,iap,iap,3,0,"$25,000 or more",west,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,protestant,pretty happy,fair,none or zero,as many as you want,oppose,always wrong,always wrong,disagree,yes,"yes, spouse does",less than once a week,5,voted,trump,can't choose,never,never,never,no trust at all
2024,2860,keeping house,iap,someone else,never married,2,2,27,23,12th grade,high school,iap,male,black,"in a large city (over 250,000)",west,"same state, different city",mother only,below average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",west,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,should be legal,none,pretty happy,fair,none or zero,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2861,"unemployed, laid off, looking for work",iap,someone else,married,5,4,62,24,3 years of college,high school,iap,male,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,above average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",west,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too much,too little,iap,iap,iap,protestant,pretty happy,good,52,6,oppose,always wrong,always wrong,disagree,iap,iap,every day,1,voted,trump,iap,iap,iap,iap,iap
2024,2862,retired,iap,someone else,married,1,4,84,19,1 year of college,high school,iap,female,white,"in a small city or town (under 50,000)",west,different state,both own parents,average,yes,two,2,0,0,0,2,0,"$25,000 or more",west,voted,trump,conservative,about right,too little,too little,too little,too little,too little,too little,too little,too little,about right,favor,iap,protestant,very happy,good,none or zero,as many as you want,favor,not wrong at all,almost always wrong,agree,yes,"no, neither r nor spouse hunts",never,4,voted,trump,disagree,rarely,rarely,sometimes,1
2024,2863,working full time,40,someone else,married,4,5,66,20,2 years of college,associate/junior college,business,male,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,below average,yes,iap,iap,iap,iap,iap,4,3 or more,"$25,000 or more",west,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,too much,iap,iap,iap,protestant,pretty happy,good,52,as many as you want,oppose,always wrong,always wrong,strongly disagree,iap,iap,never,4,voted,trump,iap,iap,iap,iap,iap
2024,2864,working full time,60,someone else,married,2,1,53,45 and older,8 or more years of college,graduate,business,male,white,in open country but not on a farm,west,different state,both own parents,above average,no,none,iap,iap,iap,iap,2,2,"$25,000 or more",west,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,oppose,iap,protestant,pretty happy,fair,52,iap,iap,iap,iap,iap,skipped on web,no answer,iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2865,retired,iap,someone else,divorced,2,0,73,iap,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",both own parents,below average,yes,none,1,0,0,0,1 adult in household,1,iap,west,voted,clinton,"moderate, middle of the road",too little,too little,too little,too little,too little,skipped on web,too little,too little,too little,too high,favor,iap,catholic,not too happy,excellent,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,biden,iap,iap,iap,iap,iap
2024,2866,working full time,50,someone else,married,3,0,23,iap,4 years of college,high school,iap,male,white,"in a medium-size city (50,000-250,000)",west,"same state, same city",both own parents,average,yes,none,2,0,0,0,2,2,"$25,000 or more",west,ineligible,iap,conservative,too much,too little,too little,too little,too little,about right,too much,too much,too much,iap,iap,iap,protestant,not too happy,fair,51,3,favor,wrong only sometimes,almost always wrong,strongly disagree,iap,iap,never,2,did not vote,iap,can't choose,can't choose,can't choose,can't choose,don't know
2024,2867,working full time,45,someone else,divorced,5,3,56,25,6 years of college,graduate,business,male,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,below average,yes,none,1,0,0,0,1 adult in household,1,"$25,000 or more",west,voted,other candidate,conservative,about right,too much,too little,too much,too little,about right,too little,too much,too much,too high,oppose,iap,protestant,pretty happy,good,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2868,working full time,50,self-employed,married,3,5,36,22,2 years of college,associate/junior college,communications,male,other,in a suburb near a large city,west,"same state, different city",both own parents,above average,yes,four,iap,iap,iap,iap,2,2,"$25,000 or more",west,did not vote,iap,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,too little,about right,iap,iap,should be legal,protestant,pretty happy,fair,52,4,oppose,always wrong,always wrong,strongly agree,iap,iap,every day,1,did not vote,iap,iap,iap,iap,iap,iap
2024,2869,"with a job, but not at work because of temporary illness, vacation, strike",iap,someone else,married,2,3,61,18,3 years of college,high school,iap,female,white,"in a large city (over 250,000)",west,different state,both own parents,far below average,no,four,2,0,0,0,2,1,"$25,000 or more",west,skipped on web,skipped on web,conservative,about right,too much,too little,about right,about right,too little,too little,about right,about right,too high,oppose,iap,protestant,pretty happy,fair,none or zero,2,favor,not wrong at all,almost always wrong,disagree,no,"yes, spouse does",never,8,voted,trump,agree,sometimes,sometimes,often,2
2024,2870,working full time,40,someone else,married,1,6,51,28,6 years of college,graduate,business,male,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,4,3 or more,"$25,000 or more",west,voted,trump,conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,oppose,iap,protestant,pretty happy,good,52,iap,iap,iap,iap,iap,yes,"no, neither r nor spouse hunts",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2871,retired,iap,someone else,married,4,4,71,28,4 years of college,bachelor's,business,male,white,"in a medium-size city (50,000-250,000)",west,different state,both own parents,average,yes,none,iap,iap,iap,iap,2,0,skipped on web,west,voted,trump,slightly conservative,iap,iap,iap,iap,iap,iap,iap,too much,too much,about right,oppose,iap,protestant,pretty happy,good,none or zero,iap,iap,iap,iap,iap,yes,"yes, respondent does",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2872,retired,iap,iap,married,1,3,77,18,11th grade,less than high school,iap,female,white,"in a small city or town (under 50,000)",west,different state,both own parents,above average,yes,none,iap,iap,iap,iap,3,1,"$25,000 or more",west,voted,trump,extremely conservative,iap,iap,iap,iap,iap,iap,iap,about right,too little,too high,don't know,iap,protestant,pretty happy,good,none or zero,4,oppose,always wrong,always wrong,disagree,refused,"no, neither r nor spouse hunts",never,3,voted,trump,strongly disagree,never,never,never,no trust at all
2024,2873,working part time,12,someone else,married,3,4,38,23,4 years of college,bachelor's,psychology,female,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",both own parents,average,yes,none,6,1,2 or more,1,2,2,"$25,000 or more",west,voted,trump,slightly conservative,about right,about right,too little,about right,about right,too little,too little,too little,about right,too high,favor,iap,protestant,pretty happy,excellent,50,3,favor,wrong only sometimes,always wrong,agree,yes,"yes, spouse does",less than once a week,4,voted,trump,neither agree nor disagree,sometimes,can't choose,sometimes,5
2024,2874,keeping house,iap,iap,married,6 or more,3,31,22,12th grade,high school,iap,female,white,"in a medium-size city (50,000-250,000)",west,"same state, different city",father only,far below average,yes,none,5,2 or more,1,0,2,1,"$25,000 or more",west,did not vote,iap,conservative,don't know,don't know,about right,too little,too little,too little,too little,too little,about right,iap,iap,should be legal,protestant,pretty happy,fair,none or zero,2,favor,always wrong,always wrong,strongly disagree,iap,iap,never,0 hours,did not vote,iap,strongly disagree,sometimes,sometimes,sometimes,no trust at all
2024,2875,in school,iap,someone else,never married,2,0,37,iap,6 years of college,graduate,business,male,white,"in a large city (over 250,000)",west,different state,mother and stepparent,above average,yes,none,2,0,0,0,2,0,"$10,000 to $14,999",west,did not vote,iap,conservative,too little,about right,too little,about right,too little,too little,too little,too little,too little,about right,oppose,iap,protestant,pretty happy,excellent,none or zero,3,favor,always wrong,always wrong,disagree,no,"no, neither r nor spouse hunts",less than once a week,0 hours,did not vote,iap,disagree,sometimes,sometimes,often,3
2024,2876,retired,iap,someone else,widowed,0,2,76,23,4 years of college,bachelor's,education administration and teaching,female,white,"in a small city or town (under 50,000)",midwest,different state,both own parents,average,yes,iap,1,0,0,0,1 adult in household,0,"$10,000 to $14,999",west,voted,trump,slightly conservative,about right,too little,too little,too little,too little,too little,too little,about right,too little,iap,iap,should not be legal,protestant,pretty happy,poor,none or zero,2,don't know,not wrong at all,always wrong,agree,iap,iap,once a week,4,voted,trump,strongly disagree,often,sometimes,sometimes,3
2024,2877,working full time,51,someone else,married,2,1,65,34,2 years of college,high school,iap,male,white,"in a small city or town (under 50,000)",northeast,different state,mother and stepparent,below average,yes,none,iap,iap,iap,iap,3,3 or more,"$25,000 or more",west,voted,clinton,slightly liberal,iap,iap,iap,iap,iap,iap,iap,too little,about right,too high,favor,iap,none,pretty happy,good,52,3,favor,not wrong at all,not wrong at all,disagree,no,"no, neither r nor spouse hunts",never,2,voted,biden,disagree,never,never,never,4
2024,2878,working full time,40,someone else,married,4,1,24,24,2 years of college,high school,iap,male,white,in open country but not on a farm,west,different state,both own parents,average,yes,none,3,1,0,0,2,2,"$25,000 or more",west,ineligible,iap,slightly conservative,about right,about right,about right,too little,too little,too little,too little,about right,too little,too high,favor,iap,protestant,very happy,excellent,52,iap,iap,iap,iap,iap,no,"yes, respondent does",iap,iap,voted,trump,iap,iap,iap,iap,iap
2024,2879,keeping house,iap,iap,never married,6 or more,4,30,18,10th grade,less than high school,iap,female,white,in a suburb near a large city,west,"same state, different city",mother only,average,yes,two,iap,iap,iap,iap,3,1,"$10,000 to $14,999",west,did not vote,iap,slightly conservative,iap,iap,iap,iap,iap,iap,iap,about right,about right,too high,favor,should not be legal,catholic,very happy,fair,none or zero,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,did not vote,iap,iap,iap,iap,iap,iap
2024,2880,working full time,40,someone else,divorced,5,0,31,iap,1 year of college,high school,iap,male,white,"in a medium-size city (50,000-250,000)",south,different state,both own parents,below average,no,four,iap,iap,iap,iap,3,3 or more,"$25,000 or more",west,did not vote,iap,extremely conservative,iap,iap,iap,iap,iap,iap,iap,too little,too little,too high,favor,iap,christian,pretty happy,fair,52,iap,iap,iap,iap,iap,no,"no, neither r nor spouse hunts",iap,iap,don't know,iap,iap,iap,iap,iap,iap
2024,2881,retired,iap,someone else,married,1,4,79,26,5 years of college,graduate,education administration and teaching,female,white,"in a small city or town (under 50,000)",west,"same state, different city",both own parents,average,yes,none,iap,iap,iap,iap,2,0,refused,west,voted,trump,"moderate, middle of the road",iap,iap,iap,iap,iap,iap,iap,about right,about right,iap,iap,should not be legal,protestant,pretty happy,good,none or zero,3,oppose,always wrong,always wrong,agree,iap,iap,never,4,voted,trump,iap,iap,iap,iap,iap
2024,2882,retired,iap,self-employed,married,4,5,74,20,1 year of college,high school,iap,male,white,"in a small city or town (under 50,000)",midwest,different state,both own parents,above average,yes,one,3,0,0,0,3,0,"$25,000 or more",west,voted,trump,extremely conservative,about right,too much,about right,too little,too little,too little,too little,about right,too little,iap,iap,iap,protestant,not too happy,good,3,as many as you want,oppose,wrong only sometimes,always wrong,agree,iap,iap,never,4,voted,trump,neither agree nor disagree,sometimes,sometimes,sometimes,don't know
2024,2883,working full time,40,someone else,married,2,0,34,iap,2 years of college,high school,iap,male,white,"in a large city (over 250,000)",west,"same state, different city",both own parents,below average,yes,none,iap,iap,iap,iap,2,2,"$25,000 or more",west,voted,clinton,extremely liberal,iap,iap,iap,iap,iap,iap,iap,too little,too much,too high,favor,iap,none,very happy,excellent,52,as many as you want,favor,not wrong at all,not wrong at all,disagree,no,"no, neither r nor spouse hunts",a few times a week,3,voted,biden,disagree,very often,never,very often,no trust at all
